Loan_ID,Gender,Married,Dependents,Education,Self_Employed,ApplicantIncome,CoapplicantIncome,LoanAmount,Loan_Amount_Term,Credit_History,Property_Area,Loan_Status,Income_per_Family_Member,Loan_to_Income_Ratio
LP002401,Male,Yes,0.0,Graduate,No,2213,1125.0,,360.0,1.0,Urban,Y,3338.0,0.0
LP002403,Male,No,0.0,Graduate,Yes,10416,0.0,187.0,360.0,0.0,Urban,N,10416.0,0.01795142555438226
LP002407,Female,Yes,0.0,Not Graduate,Yes,7142,0.0,138.0,360.0,1.0,Rural,Y,7142.0,0.019319613607727847
LP002408,Male,No,0.0,Graduate,No,3660,5064.0,187.0,360.0,1.0,Semiurban,Y,8724.0,0.051078940180278615
LP002409,Male,Yes,0.0,Graduate,No,7901,1833.0,180.0,360.0,1.0,Rural,Y,9734.0,0.022779043280182234
LP002418,Male,No,,Not Graduate,No,4707,1993.0,148.0,360.0,1.0,Semiurban,Y,6700.0,0.03143585386576041
LP002422,Male,No,1.0,Graduate,No,37719,0.0,152.0,360.0,1.0,Semiurban,Y,18859.5,0.004029692470837752
LP002424,Male,Yes,0.0,Graduate,No,7333,8333.0,175.0,300.0,,Rural,Y,15666.0,0.02386146713935097
LP002429,Male,Yes,1.0,Graduate,Yes,3466,1210.0,130.0,360.0,1.0,Rural,Y,2338.0,0.037496394577444477
LP002434,Male,Yes,2.0,Not Graduate,No,4652,0.0,110.0,360.0,1.0,Rural,Y,1550.6666666666667,0.02364066193853428
LP002435,Male,Yes,0.0,Graduate,,3539,1376.0,55.0,360.0,1.0,Rural,N,4915.0,0.015536723163841809
LP002443,Male,Yes,2.0,Graduate,No,3340,1710.0,150.0,360.0,0.0,Rural,N,1683.3333333333333,0.044896737503741395
LP002444,Male,No,1.0,Not Graduate,Yes,2769,1542.0,190.0,360.0,,Semiurban,N,2155.5,0.06859205776173286
LP002446,Male,Yes,2.0,Not Graduate,No,2309,1255.0,125.0,360.0,0.0,Rural,N,1188.0,0.05411255411255411
LP002447,Male,Yes,2.0,Not Graduate,No,1958,1456.0,60.0,300.0,,Urban,Y,1138.0,0.030627871362940276
LP002448,Male,Yes,0.0,Graduate,No,3948,1733.0,149.0,360.0,0.0,Rural,N,5681.0,0.037731071157255
LP002449,Male,Yes,0.0,Graduate,No,2483,2466.0,90.0,180.0,0.0,Rural,Y,4949.0,0.036231884057971016
LP002453,Male,No,0.0,Graduate,Yes,7085,0.0,84.0,360.0,1.0,Semiurban,Y,7085.0,0.011854360711261643
LP002455,Male,Yes,2.0,Graduate,No,3859,0.0,96.0,360.0,1.0,Semiurban,Y,1286.3333333333333,0.024870466321243522
LP002459,Male,Yes,0.0,Graduate,No,4301,0.0,118.0,360.0,1.0,Urban,Y,4301.0,0.027429102742910275
LP002467,Male,Yes,0.0,Graduate,No,3708,2569.0,173.0,360.0,1.0,Urban,N,6277.0,0.04664330008088433
LP002472,Male,No,2.0,Graduate,No,4354,0.0,136.0,360.0,1.0,Rural,Y,1451.3333333333333,0.031228473019517797
LP002473,Male,Yes,0.0,Graduate,No,8334,0.0,160.0,360.0,1.0,Semiurban,N,8334.0,0.01919616076784643
LP002478,,Yes,0.0,Graduate,Yes,2083,4083.0,160.0,360.0,,Semiurban,Y,6166.0,0.07677543186180422
LP002484,Male,Yes,,Graduate,No,7740,0.0,128.0,180.0,1.0,Urban,Y,7740.0,0.016535331352538433
LP002487,Male,Yes,0.0,Graduate,No,3015,2188.0,153.0,360.0,1.0,Rural,Y,5203.0,0.05072944297082228
LP002489,Female,No,1.0,Not Graduate,,5191,0.0,132.0,360.0,1.0,Semiurban,Y,2595.5,0.025423728813559324
LP002493,Male,No,0.0,Graduate,No,4166,0.0,98.0,360.0,0.0,Semiurban,N,4166.0,0.02351811855051596
LP002494,Male,No,0.0,Graduate,No,6000,0.0,140.0,360.0,1.0,Rural,Y,6000.0,0.023329445092484587
LP002500,Male,Yes,,Not Graduate,No,2947,1664.0,70.0,180.0,0.0,Urban,N,4611.0,0.023744911804613297
LP002501,,Yes,0.0,Graduate,No,16692,0.0,110.0,360.0,1.0,Semiurban,Y,16692.0,0.006589588450248607
LP002502,Female,Yes,2.0,Not Graduate,,210,2917.0,98.0,360.0,1.0,Semiurban,Y,1042.3333333333333,0.46445497630331756
LP002505,Male,Yes,0.0,Graduate,No,4333,2451.0,110.0,360.0,1.0,Urban,N,6784.0,0.025380710659898477
LP002515,Male,Yes,1.0,Graduate,Yes,3450,2079.0,162.0,360.0,1.0,Semiurban,Y,2764.5,0.04694291509707331
LP002517,Male,Yes,1.0,Not Graduate,No,2653,1500.0,113.0,180.0,0.0,Rural,N,2076.5,0.042577241899020346
LP002519,Male,Yes,,Graduate,No,4691,0.0,100.0,360.0,1.0,Semiurban,Y,4691.0,0.021312872975277068
LP002522,Female,No,0.0,Graduate,Yes,2500,0.0,93.0,360.0,,Urban,Y,2500.0,0.03718512594962015
LP002524,Male,No,2.0,Graduate,No,5532,4648.0,162.0,360.0,1.0,Rural,Y,3393.3333333333335,0.029278872221218145
LP002527,Male,Yes,2.0,Graduate,Yes,16525,1014.0,150.0,360.0,1.0,Rural,Y,5846.333333333333,0.009076606559361006
LP002529,Male,Yes,2.0,Graduate,No,6700,1750.0,230.0,300.0,1.0,Semiurban,Y,2816.6666666666665,0.03432323533800925
LP002530,,Yes,2.0,Graduate,No,2873,1872.0,132.0,360.0,0.0,Semiurban,N,1581.6666666666667,0.04592901878914405
LP002531,Male,Yes,1.0,Graduate,Yes,16667,2250.0,86.0,360.0,1.0,Semiurban,Y,9458.5,0.0051595872330213585
LP002533,Male,Yes,2.0,Graduate,No,2947,1603.0,,360.0,1.0,Urban,N,1516.6666666666667,0.0
LP002534,Female,No,0.0,Not Graduate,No,4350,0.0,154.0,360.0,1.0,Rural,Y,4350.0,0.03539416226154907
LP002536,Male,Yes,,Not Graduate,No,3095,0.0,113.0,360.0,1.0,Rural,Y,3095.0,0.03649870801033592
LP002537,Male,Yes,0.0,Graduate,No,2083,3150.0,128.0,360.0,1.0,Semiurban,Y,5233.0,0.061420345489443376
LP002541,Male,Yes,0.0,Graduate,No,10833,0.0,234.0,360.0,1.0,Semiurban,Y,10833.0,0.021598670851024553
LP002543,Male,Yes,2.0,Graduate,No,8333,0.0,246.0,360.0,1.0,Semiurban,Y,2777.6666666666665,0.029517638588912886
LP002544,Male,Yes,1.0,Not Graduate,No,1958,2436.0,131.0,360.0,1.0,Rural,Y,2197.0,0.06687085247575293
LP002545,Male,No,2.0,Graduate,No,3547,0.0,80.0,360.0,0.0,Rural,N,1182.3333333333333,0.02254791431792559
LP002547,Male,Yes,1.0,Graduate,No,18333,0.0,500.0,360.0,1.0,Urban,N,9166.5,0.027271735573251882
LP002555,Male,Yes,2.0,Graduate,Yes,4583,2083.0,160.0,360.0,1.0,Semiurban,Y,2222.0,0.034904013961605584
LP002556,Male,No,0.0,Graduate,No,2435,0.0,75.0,360.0,1.0,Urban,N,2435.0,0.03078817733990148
LP002560,Male,No,0.0,Not Graduate,No,2699,2785.0,96.0,360.0,,Semiurban,Y,5484.0,0.035555555555555556
LP002562,Male,Yes,1.0,Not Graduate,No,5333,1131.0,186.0,360.0,,Urban,Y,3232.0,0.03487064116985377
LP002571,Male,No,0.0,Not Graduate,No,3691,0.0,110.0,360.0,1.0,Rural,Y,3691.0,0.029794149512459372
LP002582,Female,No,0.0,Not Graduate,Yes,17263,0.0,225.0,360.0,1.0,Semiurban,Y,17263.0,0.013032900834105653
LP002585,Male,Yes,0.0,Graduate,No,3597,2157.0,119.0,360.0,0.0,Rural,N,5754.0,0.033073929961089495
LP002586,Female,Yes,1.0,Graduate,No,3326,913.0,105.0,84.0,1.0,Semiurban,Y,2119.5,0.031559963931469794
LP002587,Male,Yes,0.0,Not Graduate,No,2600,1700.0,107.0,360.0,1.0,Rural,Y,4300.0,0.041138023836985775
LP002588,Male,Yes,0.0,Graduate,No,4625,2857.0,111.0,12.0,,Urban,Y,7482.0,0.023994811932555125
LP002600,Male,Yes,1.0,Graduate,Yes,2895,0.0,95.0,360.0,1.0,Semiurban,Y,1447.5,0.03280386740331492
LP002602,Male,No,0.0,Graduate,No,6283,4416.0,209.0,360.0,0.0,Rural,N,10699.0,0.033259070655633355
LP002603,Female,No,0.0,Graduate,No,645,3683.0,113.0,480.0,1.0,Rural,Y,4328.0,0.17492260061919504
LP002606,Female,No,0.0,Graduate,No,3159,0.0,100.0,360.0,1.0,Semiurban,Y,3159.0,0.03164556962025317
LP002615,Male,Yes,2.0,Graduate,No,4865,5624.0,208.0,360.0,1.0,Semiurban,Y,3496.3333333333335,0.0427455815865187
LP002618,Male,Yes,1.0,Not Graduate,No,4050,5302.0,138.0,360.0,,Rural,N,4676.0,0.03406566279930881
LP002619,Male,Yes,0.0,Not Graduate,No,3814,1483.0,124.0,300.0,1.0,Semiurban,Y,5297.0,0.032503276539973786
LP002622,Male,Yes,2.0,Graduate,No,3510,4416.0,243.0,360.0,1.0,Rural,Y,2642.0,0.06921105098262603
LP002624,Male,Yes,0.0,Graduate,No,20833,6667.0,480.0,360.0,,Urban,Y,27500.0,0.023039262743592206
LP002625,,No,0.0,Graduate,No,3583,0.0,96.0,360.0,1.0,Urban,N,3583.0,0.026785714285714284
LP002626,Male,Yes,0.0,Graduate,Yes,2479,3013.0,188.0,360.0,1.0,Urban,Y,5492.0,0.07580645161290323
LP002634,Female,No,1.0,Graduate,No,13262,0.0,40.0,360.0,1.0,Urban,Y,6631.0,0.0030159089195506295
LP002637,Male,No,0.0,Not Graduate,No,3598,1287.0,100.0,360.0,1.0,Rural,N,4885.0,0.027785495971103084
LP002640,Male,Yes,1.0,Graduate,No,6065,2004.0,250.0,360.0,1.0,Semiurban,Y,4034.5,0.041213320145070884
LP002643,Male,Yes,2.0,Graduate,No,3283,2035.0,148.0,360.0,1.0,Urban,Y,1772.6666666666667,0.04506699147381242
LP002648,Male,Yes,0.0,Graduate,No,2130,6666.0,70.0,180.0,1.0,Semiurban,N,8796.0,0.0328484279680901
LP002652,Male,No,0.0,Graduate,No,5815,3666.0,311.0,360.0,1.0,Rural,N,9481.0,0.05347317744154058
LP002659,Male,Yes,,Graduate,No,3466,3428.0,150.0,360.0,1.0,Rural,Y,6894.0,0.04326507066628209
LP002670,Female,Yes,2.0,Graduate,No,2031,1632.0,113.0,480.0,1.0,Semiurban,Y,1221.0,0.05561023622047244
LP002682,Male,Yes,,Not Graduate,No,3074,1800.0,123.0,360.0,0.0,Semiurban,N,4874.0,0.04
LP002683,Male,No,0.0,Graduate,No,4683,1915.0,185.0,360.0,1.0,Semiurban,N,6598.0,0.03949615713065756
LP002684,Female,No,0.0,Not Graduate,No,3400,0.0,95.0,360.0,1.0,Rural,N,3400.0,0.027932960893854747
LP002689,Male,Yes,2.0,Not Graduate,No,2192,1742.0,45.0,360.0,1.0,Semiurban,Y,1311.3333333333333,0.02051983584131327
LP002690,Male,No,0.0,Graduate,No,2500,0.0,55.0,360.0,1.0,Semiurban,Y,2500.0,0.021991203518592562
LP002692,Male,Yes,,Graduate,Yes,5677,1424.0,100.0,360.0,1.0,Rural,Y,7101.0,0.017611835153222965
LP002693,Male,Yes,2.0,Graduate,Yes,7948,7166.0,480.0,360.0,1.0,Rural,Y,5038.0,0.0603849540822745
LP002697,Male,No,0.0,Graduate,No,4680,2087.0,,360.0,1.0,Semiurban,N,6767.0,0.0
LP002699,Male,Yes,2.0,Graduate,Yes,17500,0.0,400.0,360.0,1.0,Rural,Y,5833.333333333333,0.02285583680932518
LP002705,Male,Yes,0.0,Graduate,No,3775,0.0,110.0,360.0,1.0,Semiurban,Y,3775.0,0.02913135593220339
LP002706,Male,Yes,1.0,Not Graduate,No,5285,1430.0,161.0,360.0,0.0,Semiurban,Y,3357.5,0.030457813091184262
LP002714,Male,No,1.0,Not Graduate,No,2679,1302.0,94.0,360.0,1.0,Semiurban,Y,1990.5,0.03507462686567164
LP002716,Male,No,0.0,Not Graduate,No,6783,0.0,130.0,360.0,1.0,Semiurban,Y,6783.0,0.019162735849056603
LP002717,Male,Yes,0.0,Graduate,No,1025,5500.0,216.0,360.0,,Rural,Y,6525.0,0.21052631578947367
LP002720,Male,Yes,,Graduate,No,4281,0.0,100.0,360.0,1.0,Urban,Y,4281.0,0.023353573096683792
LP002723,Male,No,2.0,Graduate,No,3588,0.0,110.0,360.0,0.0,Rural,N,1196.0,0.030649205906937867
LP002729,Male,No,1.0,Graduate,No,11250,0.0,196.0,360.0,,Semiurban,N,5625.0,0.017420673717891744
LP002731,Female,No,0.0,Not Graduate,Yes,18165,0.0,125.0,360.0,1.0,Urban,Y,18165.0,0.00688098645821865
LP002732,Male,No,0.0,Not Graduate,,2550,2042.0,126.0,360.0,1.0,Rural,Y,4592.0,0.04939239513916111
LP002734,Male,Yes,0.0,Graduate,No,6133,3906.0,324.0,360.0,1.0,Urban,Y,10039.0,0.052820345614607106
LP002738,Male,No,2.0,Graduate,No,3617,0.0,107.0,360.0,1.0,Semiurban,Y,1205.6666666666667,0.02957435046987286
LP002739,Male,Yes,0.0,Not Graduate,No,2917,536.0,66.0,360.0,1.0,Rural,N,3453.0,0.022618231665524333
LP002740,Male,Yes,,Graduate,No,6417,0.0,157.0,180.0,1.0,Rural,Y,6417.0,0.024462449361171704
LP002741,Female,Yes,1.0,Graduate,No,4608,2845.0,140.0,180.0,1.0,Semiurban,Y,3726.5,0.030375352571056627
LP002743,Female,No,0.0,Graduate,No,2138,0.0,99.0,360.0,0.0,Semiurban,N,2138.0,0.04628330995792426
LP002753,Female,No,1.0,Graduate,,3652,0.0,95.0,360.0,1.0,Semiurban,Y,1826.0,0.026006022447303587
LP002755,Male,Yes,1.0,Not Graduate,No,2239,2524.0,128.0,360.0,1.0,Urban,Y,2381.5,0.05714285714285714
LP002757,Female,Yes,0.0,Not Graduate,No,3017,663.0,102.0,360.0,,Semiurban,Y,3680.0,0.033797216699801194
LP002767,Male,Yes,0.0,Graduate,No,2768,1950.0,155.0,360.0,1.0,Rural,Y,4718.0,0.05597688696280245
LP002768,Male,No,0.0,Not Graduate,No,3358,0.0,80.0,36.0,1.0,Semiurban,N,3358.0,0.023816612086930634
LP002772,Male,No,0.0,Graduate,No,2526,1783.0,145.0,360.0,1.0,Rural,Y,4309.0,0.05738029283735655
LP002776,Female,No,0.0,Graduate,No,5000,0.0,103.0,360.0,0.0,Semiurban,N,5000.0,0.020595880823835233
LP002777,Male,Yes,0.0,Graduate,No,2785,2016.0,110.0,360.0,1.0,Rural,Y,4801.0,0.03948312993539124
LP002778,Male,Yes,2.0,Graduate,Yes,6633,0.0,,360.0,0.0,Rural,N,2211.0,0.0
LP002784,Male,Yes,1.0,Not Graduate,No,2492,2375.0,,360.0,1.0,Rural,Y,2433.5,0.0
LP002785,Male,Yes,1.0,Graduate,No,3333,3250.0,158.0,360.0,1.0,Urban,Y,3291.5,0.047390521895620874
LP002788,Male,Yes,0.0,Not Graduate,No,2454,2333.0,181.0,360.0,0.0,Urban,N,4787.0,0.07372708757637475
LP002789,Male,Yes,0.0,Graduate,No,3593,4266.0,132.0,180.0,0.0,Rural,N,7859.0,0.03672787979966611
LP002792,Male,Yes,1.0,Graduate,No,5468,1032.0,26.0,360.0,1.0,Semiurban,Y,3250.0,0.004754068385445237
LP002794,Female,No,0.0,Graduate,No,2667,1625.0,84.0,360.0,,Urban,Y,4292.0,0.031484257871064465
LP002795,Male,Yes,,Graduate,Yes,10139,0.0,260.0,360.0,1.0,Semiurban,Y,10139.0,0.02564102564102564
LP002798,Male,Yes,0.0,Graduate,No,3887,2669.0,162.0,360.0,1.0,Semiurban,Y,6556.0,0.041666666666666664
LP002804,Female,Yes,0.0,Graduate,No,4180,2306.0,182.0,360.0,1.0,Semiurban,Y,6486.0,0.04353025591963645
LP002807,Male,Yes,2.0,Not Graduate,No,3675,242.0,108.0,360.0,1.0,Semiurban,Y,1305.6666666666667,0.029379760609358
LP002813,Female,Yes,1.0,Graduate,Yes,19484,0.0,600.0,360.0,1.0,Semiurban,Y,9742.0,0.030792917628945343
LP002820,Male,Yes,0.0,Graduate,No,5923,2054.0,211.0,360.0,1.0,Rural,Y,7977.0,0.03561782579338285
LP002821,Male,No,0.0,Not Graduate,Yes,5800,0.0,132.0,360.0,1.0,Semiurban,Y,5800.0,0.022754697465954144
LP002832,Male,Yes,2.0,Graduate,No,8799,0.0,258.0,360.0,0.0,Urban,N,2933.0,0.02931818181818182
LP002833,Male,Yes,0.0,Not Graduate,No,4467,0.0,120.0,360.0,,Rural,Y,4467.0,0.02685765443151298
LP002836,Male,No,0.0,Graduate,No,3333,0.0,70.0,360.0,1.0,Urban,Y,3333.0,0.020995800839832032
LP002837,Male,Yes,,Graduate,No,3400,2500.0,123.0,360.0,0.0,Rural,N,5900.0,0.036165833578359306
LP002840,Female,No,0.0,Graduate,No,2378,0.0,9.0,360.0,1.0,Urban,N,2378.0,0.0037831021437578815
LP002841,Male,Yes,0.0,Graduate,No,3166,2064.0,104.0,360.0,0.0,Urban,N,5230.0,0.03283864856330913
LP002842,Male,Yes,1.0,Graduate,No,3417,1750.0,186.0,360.0,1.0,Urban,Y,2583.5,0.05441778818022235
LP002847,Male,Yes,,Graduate,No,5116,1451.0,165.0,360.0,0.0,Urban,N,6567.0,0.03224545632206371
LP002855,Male,Yes,2.0,Graduate,No,16666,0.0,275.0,360.0,1.0,Urban,Y,5555.333333333333,0.016499670006599867
LP002862,Male,Yes,2.0,Not Graduate,No,6125,1625.0,187.0,480.0,1.0,Semiurban,N,2583.3333333333335,0.03052562846882142
LP002863,Male,Yes,,Graduate,No,6406,0.0,150.0,360.0,1.0,Semiurban,N,6406.0,0.023411893241766818
LP002868,Male,Yes,2.0,Graduate,No,3159,461.0,108.0,84.0,1.0,Urban,Y,1206.6666666666667,0.03417721518987342
LP002872,,Yes,0.0,Graduate,No,3087,2210.0,136.0,360.0,0.0,Semiurban,N,5297.0,0.04404145077720207
LP002874,Male,No,0.0,Graduate,No,3229,2739.0,110.0,360.0,1.0,Urban,Y,5968.0,0.034055727554179564
LP002877,Male,Yes,1.0,Graduate,No,1782,2232.0,107.0,360.0,1.0,Rural,Y,2007.0,0.06001121704991587
LP002888,Male,No,0.0,Graduate,,3182,2917.0,161.0,360.0,1.0,Urban,Y,6099.0,0.050581212692428525
LP002892,Male,Yes,2.0,Graduate,No,6540,0.0,205.0,360.0,1.0,Semiurban,Y,2180.0,0.0313407735820211
LP002893,Male,No,0.0,Graduate,No,1836,33837.0,90.0,360.0,1.0,Urban,N,35673.0,0.04899292324442025
LP002894,Female,Yes,0.0,Graduate,No,3166,0.0,36.0,360.0,1.0,Semiurban,Y,3166.0,0.011367224502683928
LP002898,Male,Yes,1.0,Graduate,No,1880,0.0,61.0,360.0,,Rural,N,940.0,0.03242955874534822
LP002911,Male,Yes,1.0,Graduate,No,2787,1917.0,146.0,360.0,0.0,Rural,N,2352.0,0.05236728837876614
LP002912,Male,Yes,1.0,Graduate,No,4283,3000.0,172.0,84.0,1.0,Rural,N,3641.5,0.040149393090569564
LP002916,Male,Yes,0.0,Graduate,No,2297,1522.0,104.0,360.0,1.0,Urban,Y,3819.0,0.04525674499564839
LP002917,Female,No,0.0,Not Graduate,No,2165,0.0,70.0,360.0,1.0,Semiurban,Y,2165.0,0.032317636195752536
LP002925,,No,0.0,Graduate,No,4750,0.0,94.0,360.0,1.0,Semiurban,Y,4750.0,0.01978530835613555
LP002926,Male,Yes,2.0,Graduate,Yes,2726,0.0,106.0,360.0,0.0,Semiurban,N,908.6666666666666,0.03887055372203887
LP002928,Male,Yes,0.0,Graduate,No,3000,3416.0,56.0,180.0,1.0,Semiurban,Y,6416.0,0.01866044651782739
LP002931,Male,Yes,2.0,Graduate,Yes,6000,0.0,205.0,240.0,1.0,Semiurban,N,2000.0,0.03416097317113814
LP002933,,No,,Graduate,Yes,9357,0.0,292.0,360.0,1.0,Semiurban,Y,9357.0,0.031203248557384055
LP002936,Male,Yes,0.0,Graduate,No,3859,3300.0,142.0,180.0,1.0,Rural,Y,7159.0,0.03678756476683938
LP002938,Male,Yes,0.0,Graduate,Yes,16120,0.0,260.0,360.0,1.0,Urban,Y,16120.0,0.016128031759816388
LP002940,Male,No,0.0,Not Graduate,No,3833,0.0,110.0,360.0,1.0,Rural,Y,3833.0,0.028690662493479395
LP002941,Male,Yes,2.0,Not Graduate,Yes,6383,1000.0,187.0,360.0,1.0,Rural,N,2461.0,0.029291979949874685
LP002943,Male,No,,Graduate,No,2987,0.0,88.0,360.0,0.0,Semiurban,N,2987.0,0.029451137884872823
LP002945,Male,Yes,0.0,Graduate,Yes,9963,0.0,180.0,360.0,1.0,Rural,Y,9963.0,0.018065034122842234
LP002948,Male,Yes,2.0,Graduate,No,5780,0.0,192.0,360.0,1.0,Urban,Y,1926.6666666666667,0.03321224701608718
LP002949,Female,No,,Graduate,,416,41667.0,350.0,180.0,,Urban,N,42083.0,0.8393285371702638
LP002950,Male,Yes,0.0,Not Graduate,,2894,2792.0,155.0,360.0,1.0,Rural,Y,5686.0,0.0535405872193437
LP002953,Male,Yes,,Graduate,No,5703,0.0,128.0,360.0,1.0,Urban,Y,5703.0,0.02244039270687237
LP002958,Male,No,0.0,Graduate,No,3676,4301.0,172.0,360.0,1.0,Rural,Y,7977.0,0.04677726407397335
LP002959,Female,Yes,1.0,Graduate,No,12000,0.0,496.0,360.0,1.0,Semiurban,Y,6000.0,0.04132988917590201
LP002960,Male,Yes,0.0,Not Graduate,No,2400,3800.0,,180.0,1.0,Urban,N,6200.0,0.0
LP002961,Male,Yes,1.0,Graduate,No,3400,2500.0,173.0,360.0,1.0,Semiurban,Y,2950.0,0.05086739194354602
LP002964,Male,Yes,2.0,Not Graduate,No,3987,1411.0,157.0,360.0,1.0,Rural,Y,1799.3333333333333,0.039368104312938815
LP002974,Male,Yes,0.0,Graduate,No,3232,1950.0,108.0,360.0,1.0,Rural,Y,5182.0,0.03340550572223941
LP002978,Female,No,0.0,Graduate,No,2900,0.0,71.0,360.0,1.0,Rural,Y,2900.0,0.024474319200275766
LP002979,Male,Yes,,Graduate,No,4106,0.0,40.0,180.0,1.0,Rural,Y,4106.0,0.009739469198928659
LP002983,Male,Yes,1.0,Graduate,No,8072,240.0,253.0,360.0,1.0,Urban,Y,4156.0,0.03133903133903134
LP002984,Male,Yes,2.0,Graduate,No,7583,0.0,187.0,360.0,1.0,Urban,Y,2527.6666666666665,0.02465717299578059
LP002990,Female,No,0.0,Graduate,Yes,4583,0.0,133.0,360.0,0.0,Semiurban,N,4583.0,0.029013961605584643
